place_id	struct_idx	sub_idx	county	phillimore	area	hundred	std_hundred	vill	std_vill	grid	m_type	holding	units	waste_86	places_idx	phillimore_with_new_yks	county_name	country
70420	6277	1	HRT	"15,4"		Tring	Tring	Pendley	Pendley	SP9411	X	2	geld	N	48616	"15,4"		UK
70430	6278	1	HRT	"15,5"		Tring	Tring	Wigginton	Wigginton	SP9310	M	7.66	geld	N	70266	"15,5"		UK
70440	6279	1	HRT	"15,6"		Tring	Tring	Gubblecote	Gubblecote	SP9015	M	1.5	geld	N	28016	"15,6"		UK
70450	6280	1	HRT	"15,7"		Tring	Tring	Miswell	Miswell	SP9112	X	0.5	geld	N	43506	"15,7"		UK
70460	6281	1	HRT	"15,8"		Tring	Tring	Boarscroft	Boarscroft	SP8717	M	1.5	geld	N	7781	"15,8"		UK
70470	6282	1	HRT	"15,9"		Tring	Tring	Dunsley and [Upper] Dunsley	Dunsley and Upper Dunsley	SP9311	X	0.16	geld	N	21521	"15,9"		UK
70480	6283	1	HRT	"15,10"		`Danish'	Danish	Hemel Hempstead	Hemel Hempstead	TL0506	M	10	geld	N	31081	"15,10"		UK
70490	6284	1	HRT	"15,11"		`Danish'	Danish	[Kings] Langley	Kings Langley	TL0702	M	1.5	geld	N	37646	"15,11"		UK
70500	6285	1	HRT	"15,12"		`Danish'	Danish	[Little] Gaddesden	Little Gaddesden	SP9913	M	5	geld	N	26296	"15,12"		UK
70510	6286	1	HRT	"15,13"		`Danish'	Danish	Redbourn	Redbourn	TL1012	X	0.5	geld	N	51361	"15,13"		UK
70530	6288	1	HRT	"16,1"		Broadwater	Broadwater	Watton	Watton	TL3018	X	1.5	geld	N	67846	"16,1"		UK
70540	6289	1	HRT	"16,2"		Broadwater	Broadwater	[Great and Little] Munden	Great and Little Munden	TL3523	M	7.75	geld	N	44411	"16,2"		UK
70550	6290	1	HRT	"16,3"		Odsey	Odsey	Clothall	Clothall	TL2731	D	0.25	geld	N	16326	"16,3"		UK
70560	6291	1	HRT	"16,4"		Odsey	Odsey	Wallington	Wallington	TL2933	X	1.91	geld	N	66881	"16,4"		UK
70570	6292	1	HRT	"16,5"		Odsey	Odsey	Reed	Reed	TL3636	X	1	geld	N	51491	"16,5"		UK
70580	6293	1	HRT	"16,6"		Odsey	Odsey	Reed	Reed	TL3636	X	1	geld	N	51491	"16,6"		UK
70590	6294	1	HRT	"16,7"		`Edwinstree'	Edwinstree	Wakeley	Wakeley	TL3426	M	0.33	geld	N	66626	"16,7"		UK
70600	6295	1	HRT	"16,8"		`Edwinstree'	Edwinstree	`Langport'	Langport	TL4029	X	0.5	geld	N	37666	"16,8"		UK
70610	6296	1	HRT	"16,9"		Hertford	Hertford	Cheshunt	Cheshunt	TL3502	M	20	geld	N	14666	"16,9"		UK
70620	6297	1	HRT	"16,10"		Hertford	Hertford	Hoddesdon	Hoddesdon	TL3708	B	2.75	geld	N	32276	"16,10"		UK
70630	6298	1	HRT	"16,11"		Hertford	Hertford	Wormley	Wormley	TL3605	D	1.5	geld	N	72806	"16,11"		UK
70640	6299	1	HRT	"16,12"		Hertford	Hertford	Bengeo	Bengeo	TL3213	X	0.25	geld	N	6011	"16,12"		UK
70660	6301	1	HRT	"17,1"		Tring	Tring	Tring	Tring	SP9211	M	39	geld	N	65301	"17,1"		UK
70670	6302	1	HRT	"17,2"		Odsey	Odsey	Reed	Reed	TL3636	M	4.37	geld	N	51491	"17,2"		UK
70680	6303	1	HRT	"17,3"		`Edwinstree'	Edwinstree	Anstey	Anstey	TL4032	M	5	geld	N	1816	"17,3"		UK
70690	6304	1	HRT	"17,4"		`Edwinstree'	Edwinstree	Corneybury	Corneybury	TL3530	X	1	geld	N	17641	"17,4"		UK
70700	6305	1	HRT	"17,5"		`Edwinstree'	Edwinstree	Throcking	Throcking	TL3330	X	0.15	geld	N	63316	"17,5"		UK
70710	6306	1	HRT	"17,6"		`Edwinstree'	Edwinstree	`Echington'	Echington	TL3629	X	0.5	geld	N	22401	"17,6"		UK
70720	6307	1	HRT	"17,7"		`Edwinstree'	Edwinstree	`Echington'	Echington	TL3629	X	0.16	geld	N	22401	"17,7"		UK
70730	6308	1	HRT	"17,8"		`Edwinstree'	Edwinstree	Berkesden	Berkesden	TL3328	M	1	geld	N	6271	"17,8"		UK
70740	6309	1	HRT	"17,9"		`Edwinstree'	Edwinstree	Wakeley	Wakeley	TL3426	X	0.33	geld	N	66626	"17,9"		UK
70750	6310	1	HRT	"17,10"		`Edwinstree'	Edwinstree	Beauchamps	Beauchamps	TL3831	X	2	geld	N	5401	"17,10"		UK
70760	6311	1	HRT	"17,11"		`Edwinstree'	Edwinstree	[Great and Little] Hormead	Great and Little Hormead	TL4029	M	3.25	geld	N	33196	"17,11"		UK
70770	6312	1	HRT	"17,12"		`Edwinstree'	Edwinstree	Bozen	Bozen	TL4127	X	1.28	geld	N	8766	"17,12"		UK
70780	6313	1	HRT	"17,13"		`Edwinstree'	Edwinstree	Cockhampstead	Cockhampstead	TL4125	M	2	geld	N	16516	"17,13"		UK
70790	6314	1	HRT	"17,14"		Hertford	Hertford	Hoddesdon	Hoddesdon	TL3708	X	1	geld	N	32276	"17,14"		UK
70800	6315	1	HRT	"17,15"		Braughing	Braughing	Braughing	Braughing	TL3925	M	5	geld	N	9506	"17,15"		UK
70820	6317	1	HRT	"18,1"		Odsey	Odsey	Broadfield	Broadfield	TL3231	X	0.5	geld	N	10171	"18,1"		UK
70840	6319	1	HRT	"19,1"		Tring	Tring	`Tiscott'	Tiscott	SP8818	M	4	geld	N	63961	"19,1"		UK
70850	6320	1	HRT	"19,2"		Hitchin	Hitchin	Polehanger	Polehanger	TL1337	X	0.5	geld	N	49616	"19,2"		UK
70870	6322	1	HRT	"20,1"		Broadwater	Broadwater	Mardleybury	Mardleybury	TL2618	X	1	geld	N	41446	"20,1"		UK
70880	6323	1	HRT	"20,2"		Broadwater	Broadwater	Ayot [St Peter]	Ayot St Peter	TL2115	X	2.5	geld	N	3596	"20,2"		UK
70890	6324	1	HRT	"20,3"		Broadwater	Broadwater	Graveley	Graveley	TL2327	X	0.5	geld	N	27541	"20,3"		UK
70900	6325	1	HRT	"20,4"		Broadwater	Broadwater	Chells	Chells	TL2625	X	0.5	geld	N	14491	"20,4"		UK
70910	6326	1	HRT	"20,5"		Broadwater	Broadwater	`Woolwicks'	WOOLWICKS	TL2225	X	0.62	geld	N	72551	"20,5"		UK
70920	6327	1	HRT	"20,6"		Broadwater	Broadwater	[Great and Little] Wymondley	Great and Little Wymondley	TL2128	X	1	geld	N	73396	"20,6"		UK
70930	6328	1	HRT	"20,7"		Broadwater	Broadwater	Letchworth	Letchworth	TL2131	M	10	geld	N	38896	"20,7"		UK
70940	6329	1	HRT	"20,8"		Broadwater	Broadwater	Welwyn	Welwyn	TL2316	X	1.66	geld	N	68381	"20,8"		UK
70950	6330	1	HRT	"20,9"		Odsey	Odsey	Wallington	Wallington	TL2933	X	2.83	geld	N	66881	"20,9"		UK
70960	6331	1	HRT	"20,10"		`Edwinstree'	Edwinstree	Hyde Hall	Hyde Hall	TL3432	X	0.5	geld	N	34406	"20,10"		UK
70970	6332	1	HRT	"20,11"		`Edwinstree'	Edwinstree	{Sapeham}	SAPEHAM	TL4814	M	2	geld	N	53886	"20,11"		UK
70980	6333	1	HRT	"20,12"		`Edwinstree'	Edwinstree	Bozen	Bozen	TL4127	X	0.12	geld	N	8766	"20,12"		UK
70990	6334	1	HRT	"20,13"		Braughing	Braughing	Westmill	Westmill	TL3627	M	7.25	geld	N	68816	"20,13"		UK
71010	6336	1	HRT	"21,1"		Tring	Tring	Miswell	Miswell	SP9112	M	14	geld	N	43506	"21,1"		UK
71020	6337	1	HRT	"21,2"		`Danish'	Danish	Barwythe	Barwythe	TL0214	X	5	geld	N	4946	"21,2"		UK
71040	6339	1	HRT	"22,1"		`Danish'	Danish	Flamstead	Flamstead	TL0714	M	4	geld	N	25091	"22,1"		UK
71050	6340	1	HRT	"22,2"		Braughing	Braughing	Westmill	Westmill	TL3627	M	4.75	geld	N	68816	"22,2"		UK
71070	6342	1	HRT	"23,1"		Odsey	Odsey	{Hainstone}	HAINSTONE	TL2430	X	0.56	geld	N	28446	"23,1"		UK
71080	6343	1	HRT	"23,2"		Odsey	Odsey	Caldecote	Caldecote	TL2338	M	1.25	geld	N	12606	"23,2"		UK
71090	6344	1	HRT	"23,3"		Hitchin	Hitchin	Pirton	Pirton	TL1431	M	10	geld	N	49346	"23,3"		UK
71100	6345	1	HRT	"23,4"		Hertford	Hertford	[Great and Little] Amwell	Great and Little Amwell	TL3712	M	14.5	geld	N	1726	"23,4"		UK
71120	6347	1	HRT	"24,1"		`Edwinstree'	Edwinstree	Alswick	Alswick	TL3729	M	6	geld	N	1371	"24,1"		UK
71130	6348	1	HRT	"24,2"		`Edwinstree'	Edwinstree	[Great and Little] Hormead	Great and Little Hormead	TL4029	X	0.25	geld	N	33196	"24,2"		UK
71140	6349	1	HRT	"24,3"		Hertford	Hertford	Hertingfordbury	Hertingfordbury	TL3011	M	5	geld	N	31396	"24,3"		UK
71160	6351	1	HRT	"25,1"		Hitchin	Hitchin	Stagenhoe	Stagenhoe	TL1822	M	1	geld	N	57666	"25,1"		UK
71170	6352	1	HRT	"25,2"		Braughing	Braughing	Stanstead [Abbots]	Stanstead Abbots	TL3811	U	17.12	geld	N	58141	"25,2"		UK
71190	6354	1	HRT	"26,1"		Braughing	Braughing	Ware	Ware	TL3514	X	24	geld	N	67381	"26,1"		UK
71210	6356	1	HRT	"27,1"		Hertford	Hertford	Bengeo	Bengeo	TL3213	M	6	geld	N	6011	"27,1"		UK
71230	6358	1	HRT	"28,1"		Broadwater	Broadwater	Graveley	Graveley	TL2327	X	0.37	geld	N	27541	"28,1"		UK
71240	6359	1	HRT	"28,2"		Broadwater	Broadwater	Welwyn	Welwyn	TL2316	X	0.5	geld	N	68381	"28,2"		UK
71250	6360	1	HRT	"28,3"		Broadwater	Broadwater	Welwyn	Welwyn	TL2316	X	2	geld	N	68381	"28,3"		UK
71260	6361	1	HRT	"28,4"		Broadwater	Broadwater	Weston	Weston	TL2530	M	10	geld	N	68851	"28,4"		UK
71270	6362	1	HRT	"28,5"		Broadwater	Broadwater	Boxbury	Boxbury	TL2726	X	2.75	geld	N	8631	"28,5"		UK
71280	6363	1	HRT	"28,6"		Odsey	Odsey	Clothall	Clothall	TL2731	X	0.15	geld	N	16326	"28,6"		UK
71290	6364	1	HRT	"28,7"		Odsey	Odsey	Hinxworth	Hinxworth	TL2340	X	2.12	geld	N	32121	"28,7"		UK
71300	6365	1	HRT	"28,8"		Hitchin	Hitchin	[Great] Offley	Great Offley	TL1427	M	8.06	geld	N	46891	"28,8"		UK
71320	6367	1	HRT	"29,1"		`Edwinstree'	Edwinstree	Barley	Barley	TL4038	M	4.58	geld	N	4326	"29,1"		UK
71340	6369	1	HRT	"30,1"		Broadwater	Broadwater	[Great and Little] Munden	Great and Little Munden	TL3523	M	5.25	geld	N	44411	"30,1"		UK
71350	6370	1	HRT	"30,2"		Broadwater	Broadwater	Libury	Libury	TL3323	B	1.12	geld	N	39101	"30,2"		UK
71360	6371	1	HRT	"30,3"		Broadwater	Broadwater	Libury	Libury	TL3323	X	0.09	geld	N	39101	"30,3"		UK
71380	6373	1	HRT	"31,1"		Broadwater	Broadwater	Knebworth	Knebworth	TL2320	M	8.25	geld	N	36946	"31,1"		UK
71390	6374	1	HRT	"31,2"		Odsey	Odsey	Reed	Reed	TL3636	X	0.25	geld	N	51491	"31,2"		UK
71400	6375	1	HRT	"31,3"		`Edwinstree'	Edwinstree	Barley	Barley	TL4038	X	2.16	geld	N	4326	"31,3"		UK
71410	6376	2	HRT	"31,4"		`Edwinstree'	Edwinstree	Newsells	Newsells	TL3837	M		-	N	45266	"31,4"		UK
71420	6376	1	HRT	"31,4"		`Edwinstree'	Edwinstree	Barkway	Barkway	TL3835	D		-	N	4291	"31,4"		UK
71430	6377	1	HRT	"31,5"		`Edwinstree'	Edwinstree	`Echington'	Echington	TL3629	X	0.05	geld	N	22401	"31,5"		UK
71440	6378	1	HRT	"31,6"		`Edwinstree'	Edwinstree	Aspenden	Aspenden	TL3528	M	1.5	geld	N	2941	"31,6"		UK
71450	6379	1	HRT	"31,7"		`Edwinstree'	Edwinstree	Newsells	Newsells	TL3837	M	5.12	geld	N	45266	"31,7"		UK
71460	6380	1	HRT	"31,8"		Hertford	Hertford	-	-			0.5	geld	N		"31,8"		UK
71480	6382	1	HRT	"32,1"		`Danish'	Danish	[Great] Gaddesden	Great Gaddesden	TL0211	M	6	geld	N	26291	"32,1"		UK
71490	6383	1	HRT	"32,2"		Hertford	Hertford	Hoddesdon	Hoddesdon	TL3708	M	3.75	geld	N	32276	"32,2"		UK
71510	6385	1	HRT	"33,1"		`Danish'	Danish	Theobald Street	Theobald Street	TQ1897	X	0.75	geld	N	62131	"33,1"		UK
71520	6386	1	HRT	"33,2"		`Danish'	Danish	Bushey	Bushey	TQ1395	M	15	geld	N	12216	"33,2"		UK
71530	6387	1	HRT	"33,3"		`Danish'	Danish	Shenley	Shenley	TL1801	M	8.75	geld	N	55286	"33,3"		UK
71540	6388	1	HRT	"33,4"		St Albans	St Albans	Cassio	Cassio	TQ1096	D	1	geld	N	13366	"33,4"		UK
71550	6389	1	HRT	"33,5"		Broadwater	Broadwater	Digswell	Digswell	TL2314	X	2	geld	N	20291	"33,5"		UK
71560	6390	1	HRT	"33,6"		Odsey	Odsey	Wallington	Wallington	TL2933	X	0.25	geld	N	66881	"33,6"		UK
71570	6391	1	HRT	"33,7"		Odsey	Odsey	Ashwell	Ashwell	TL2639	X	0.25	geld	N	2846	"33,7"		UK
71580	6392	1	HRT	"33,8"		Odsey	Odsey	{Hainstone}	HAINSTONE	TL2430	M	2.06	geld	N	28446	"33,8"		UK
71590	6393	1	HRT	"33,9"		`Edwinstree'	Edwinstree	Barkway	Barkway	TL3835	M	3	geld	N	4291	"33,9"		UK
71600	6394	1	HRT	"33,10"		`Edwinstree'	Edwinstree	`Langport'	Langport	TL4029	X	0.25	geld	N	37666	"33,10"		UK
71610	6395	1	HRT	"33,11"		`Edwinstree'	Edwinstree	Bozen	Bozen	TL4127	X	0.57	geld	N	8766	"33,11"		UK
71620	6396	1	HRT	"33,12"		Hertford	Hertford	`Stetchworth'	STETCHWORTH		M	1	geld	N	58741	"33,12"		UK
71630	6397	1	HRT	"33,13"		Hertford	Hertford	Hoddesdon	Hoddesdon	TL3708	X	1	geld	N	32276	"33,13"		UK
71640	6398	1	HRT	"33,14"		Hertford	Hertford	Brickendon	Brickendon	TL3208	X	0.25	geld	N	9801	"33,14"		UK
71650	6399	1	HRT	"33,15"		Hertford	Hertford	Bengeo	Bengeo	TL3213	M	3.25	geld	N	6011	"33,15"		UK
71660	6400	1	HRT	"33,16"		Braughing	Braughing	Stanstead [Abbots]	Stanstead Abbots	TL3811	X	0.12	geld	N	58141	"33,16"		UK
71670	6401	1	HRT	"33,17"		Braughing	Braughing	Sawbridgeworth	Sawbridgeworth	TL4814	M	24.5	geld	N	53981	"33,17"		UK
71680	6402	1	HRT	"33,18"		Braughing	Braughing	Thorley	Thorley	TL4719	M	4	geld	N	62361	"33,18"		UK
71690	6403	1	HRT	"33,19"		Braughing	Braughing	Wickham	Wickham	TL4723	X	0.06	geld	N	70076	"33,19"		UK
71700	6404	1	HRT	"33,20"		Braughing	Braughing	Wickham	Wickham	TL4723	X	1.02	geld	N	70076	"33,20"		UK
71720	6406	1	HRT	"34,1"		`Danish'	Danish	Windridge	Windridge	TL1205	X	1.5	geld	N	71016	"34,1"		UK
71730	6407	1	HRT	"34,2"		`Danish'	Danish	Theobald Street	Theobald Street	TQ1897	X	0.5	geld	N	62131	"34,2"		UK
71740	6408	1	HRT	"34,3"		Broadwater	Broadwater	Datchworth	Datchworth	TL2619	X	0.62	geld	N	19681	"34,3"		UK
71750	6409	1	HRT	"34,4"		Broadwater	Broadwater	Welwyn	Welwyn	TL2316	X	2	geld	N	68381	"34,4"		UK
71760	6410	1	HRT	"34,5"		Broadwater	Broadwater	Langley	Langley	TL2122	M	1.5	geld	N	37611	"34,5"		UK
71770	6411	1	HRT	"34,6"		Broadwater	Broadwater	Chells	Chells	TL2625	X	0.12	geld	N	14491	"34,6"		UK
71780	6412	1	HRT	"34,7"		Broadwater	Broadwater	Willian	Willian	TL2230	M	5.25	geld	N	70566	"34,7"		UK
71790	6413	1	HRT	"34,8"		Broadwater	Broadwater	`Rodhanger'	RODHANGER	TL2334	X	0.25	geld	N	52301	"34,8"		UK
71800	6414	1	HRT	"34,9"		`Edwinstree'	Edwinstree	Barley	Barley	TL4038	X	0.16	geld	N	4326	"34,9"		UK
71810	6415	1	HRT	"34,10"		`Edwinstree'	Edwinstree	Cokenach	Cokenach	TL3936	M	1.1	geld	N	16636	"34,10"		UK
71820	6416	1	HRT	"34,11"		Hitchin	Hitchin	Hexton	Hexton	TL1030	X	1	geld	N	31551	"34,11"		UK
71830	6417	1	HRT	"34,12"		Hitchin	Hitchin	Lilley	Lilley	TL1126	M	5	geld	N	39186	"34,12"		UK
71840	6418	1	HRT	"34,13"		Hertford	Hertford	Hailey	Hailey	TL3710	M	2	geld	N	28426	"34,13"		UK
71850	6419	1	HRT	"34,14"		Hertford	Hertford	Brickendon	Brickendon	TL3208	M	1.25	geld	N	9801	"34,14"		UK
71860	6420	1	HRT	"34,15"		Hertford	Hertford	Bengeo	Bengeo	TL3213	M	5.25	geld	N	6011	"34,15"		UK
71870	6421	1	HRT	"34,16"		Hertford	Hertford	Bengeo	Bengeo	TL3213	M	6.5	geld	N	6011	"34,16"		UK
71880	6422	1	HRT	"34,17"		Hertford	Hertford	Bengeo	Bengeo	TL3213	X	1.37	geld	N	6011	"34,17"		UK
71890	6423	1	HRT	"34,18"		Hertford	Hertford	Bengeo	Bengeo	TL3213	X	1.37	geld	N	6011	"34,18"		UK
71900	6424	1	HRT	"34,19"		Hertford	Hertford	Bengeo	Bengeo	TL3213	X	0.87	geld	N	6011	"34,19"		UK
71910	6425	1	HRT	"34,20"		Hertford	Hertford	Sele [House]	Sele House	TL3112	X	0.5	geld	N	54701	"34,20"		UK
71920	6426	1	HRT	"34,21"		Hertford	Hertford	Roxford	Roxford	TL3010	X	0.5	geld	N	52836	"34,21"		UK
71930	6427	1	HRT	"34,22"		Hertford	Hertford	`Blackmore'	Blackmore	TL3012	X	1	geld	N	7426	"34,22"		UK
71940	6428	1	HRT	"34,23"		Braughing	Braughing	Stanstead [Abbots]	Stanstead Abbots	TL3811	X	0.5	geld	N	58141	"34,23"		UK
71950	6429	1	HRT	"34,24"		Braughing	Braughing	Eastwick	Eastwick	TL4311	M	2	geld	N	22176	"34,24"		UK
71960	6430	1	HRT	"34,25"		Braughing	Braughing	Wickham	Wickham	TL4723	X	0.79	geld	N	70076	"34,25"		UK
71980	6432	1	HRT	"35,1"		Broadwater	Broadwater	[Great and Little] Wymondley	Great and Little Wymondley	TL2128	M	3.25	geld	N	73396	"35,1"		UK
71990	6433	1	HRT	"35,2"		Broadwater	Broadwater	Graveley	Graveley	TL2327	M	2	geld	N	27541	"35,2"		UK
72000	6434	1	HRT	"35,3"		Odsey	Odsey	Wallington	Wallington	TL2933	M	3.33	geld	N	66881	"35,3"		UK
72020	6436	1	HRT	"36,1"		Broadwater	Broadwater	Datchworth	Datchworth	TL2619	X	0.12	geld	N	19681	"36,1"		UK
72030	6437	1	HRT	"36,2"		Broadwater	Broadwater	Digswell	Digswell	TL2314	X	1	geld	N	20291	"36,2"		UK
72040	6438	1	HRT	"36,3"		Broadwater	Broadwater	Graveley	Graveley	TL2327	M	2.37	geld	N	27541	"36,3"		UK
72050	6439	1	HRT	"36,4"		Broadwater	Broadwater	Chells	Chells	TL2625	X	1.5	geld	N	14491	"36,4"		UK
72060	6440	1	HRT	"36,5"		Broadwater	Broadwater	`Woolwicks'	WOOLWICKS	TL2225	X	0.37	geld	N	72551	"36,5"		UK
72070	6441	1	HRT	"36,6"		Broadwater	Broadwater	Boxbury	Boxbury	TL2726	D	1.75	geld	N	8631	"36,6"		UK
72080	6442	1	HRT	"36,7"		Broadwater	Broadwater	Bennington	Bennington	TL2923	M	10	geld	N	6046	"36,7"		UK
72090	6443	1	HRT	"36,8"		Broadwater	Broadwater	Libury	Libury	TL3323	X	1.75	geld	N	39101	"36,8"		UK
72100	6444	1	HRT	"36,9"		Broadwater	Broadwater	Libury	Libury	TL3323	X	0.2	geld	N	39101	"36,9"		UK
72110	6445	1	HRT	"36,10"		Broadwater	Broadwater	Libury	Libury	TL3323	X	0.12	geld	N	39101	"36,10"		UK
72120	6446	1	HRT	"36,11"		Broadwater	Broadwater	Sacombe	Sacombe	TL3319	M	8.75	geld	N	53326	"36,11"		UK
72130	6447	1	HRT	"36,12"		`Edwinstree'	Edwinstree	`Echington'	Echington	TL3629	X	0.5	geld	N	22401	"36,12"		UK
72140	6448	1	HRT	"36,13"		`Edwinstree'	Edwinstree	Stonebury	Stonebury	TL3828	M	1.5	geld	N	59476	"36,13"		UK
72150	6449	1	HRT	"36,14"		Odsey	Odsey	Ashwell	Ashwell	TL2639	M	2	geld	N	2846	"36,14"		UK
72160	6450	1	HRT	"36,15"		Odsey	Odsey	Hinxworth	Hinxworth	TL2340	X	1.25	geld	N	32121	"36,15"		UK
72170	6451	1	HRT	"36,16"		Odsey	Odsey	Radwell	Radwell	TL2335	M	2	geld	N	50931	"36,16"		UK
72180	6452	1	HRT	"36,17"		Hitchin	Hitchin	Flexmore	Flexmore	TL1522	X	0.12	geld	N	25181	"36,17"		UK
72190	6453	1	HRT	"36,18"		Hertford	Hertford	Bengeo	Bengeo	TL3213	X	0.12	geld	N	6011	"36,18"		UK
72200	6454	1	HRT	"36,19"		Hertford	Hertford	Tewin	Tewin	TL2714	M	5.5	geld	N	62016	"36,19"		UK
72220	6456	1	HRT	"37,1"		Broadwater	Broadwater	Sacombe	Sacombe	TL3319	X	1	geld	N	53326	"37,1"		UK
72230	6457	1	HRT	"37,2"		Odsey	Odsey	Luffenhall	Luffenhall	TL2928	X	0.5	geld	N	40476	"37,2"		UK
72240	6458	1	HRT	"37,3"		Odsey	Odsey	Clothall	Clothall	TL2731	X	0.22	geld	N	16326	"37,3"		UK
72250	6459	1	HRT	"37,4"		Odsey	Odsey	Wallington	Wallington	TL2933	X	1.71	geld	N	66881	"37,4"		UK
72260	6460	1	HRT	"37,5"		Odsey	Odsey	Broadfield	Broadfield	TL3231	X	1.06	geld	N	10171	"37,5"		UK
72270	6461	1	HRT	"37,6"		Odsey	Odsey	Orwell Bury	Orwell Bury	TL3236	X	1.45	geld	N	47316	"37,6"		UK
72280	6462	1	HRT	"37,7"		Odsey	Odsey	Therfield	Therfield	TL3337	X	0.75	geld	N	62141	"37,7"		UK
72290	6463	1	HRT	"37,8"		Odsey	Odsey	Reed	Reed	TL3636	M	5.37	geld	N	51491	"37,8"		UK
72300	6464	1	HRT	"37,9"		Odsey	Odsey	Ashwell	Ashwell	TL2639	X	0.5	geld	N	2846	"37,9"		UK
72310	6465	1	HRT	"37,10"		Odsey	Odsey	Hinxworth	Hinxworth	TL2340	X	2	geld	N	32121	"37,10"		UK
72320	6466	1	HRT	"37,11"		`Edwinstree'	Edwinstree	Barley	Barley	TL4038	M	4.08	geld	N	4326	"37,11"		UK
72330	6467	1	HRT	"37,12"		`Edwinstree'	Edwinstree	Barkway	Barkway	TL3835	X	0.37	geld	N	4291	"37,12"		UK
72340	6468	1	HRT	"37,13"		`Edwinstree'	Edwinstree	`Hazelhanger'	HAZELHANGER		X	0.66	geld	N	30591	"37,13"		UK
72350	6469	1	HRT	"37,14"		`Edwinstree'	Edwinstree	Wyddial	Wyddial	TL3731	M	5.5	geld	N	73271	"37,14"		UK
72360	6470	1	HRT	"37,15"		`Edwinstree'	Edwinstree	Hodenhoe	Hodenhoe	TL3433	X	1.25	geld	N	32286	"37,15"		UK
72370	6471	1	HRT	"37,16"		`Edwinstree'	Edwinstree	Throcking	Throcking	TL3330	X	1.25	geld	N	63316	"37,16"		UK
72380	6472	1	HRT	"37,17"		`Edwinstree'	Edwinstree	`Echington'	Echington	TL3629	X	0.8	geld	N	22401	"37,17"		UK
72390	6473	1	HRT	"37,18"		`Edwinstree'	Edwinstree	Wakeley	Wakeley	TL3426	X	0.33	geld	N	66626	"37,18"		UK
72400	6474	1	HRT	"37,19"		`Edwinstree'	Edwinstree	Berkesden	Berkesden	TL3328	X	0.25	geld	N	6271	"37,19"		UK
72410	6475	1	HRT	"37,20"		`Edwinstree'	Edwinstree	Anstey	Anstey	TL4032	X	0.5	geld	N	1816	"37,20"		UK
72420	6476	1	HRT	"37,21"		Hertford	Hertford	[Little] Berkhamsted	Little Berkhamsted	TL2907	M	5	geld	N	6281	"37,21"		UK
72430	6477	1	HRT	"37,22"		Hertford	Hertford	Bramfield	Bramfield	TL2915	M	5	geld	N	9156	"37,22"		UK
72440	6478	1	HRT	"37,23"		Hertford	Hertford	{Bricewolde}	BRICEWOLDE		X	0.75	geld	N	9796	"37,23"		UK
72460	6480	1	HRT	"38,1"		`Edwinstree'	Edwinstree	Barkway	Barkway	TL3835	X	1.5	geld	N	4291	"38,1"		UK
72470	6481	1	HRT	"38,2"		`Edwinstree'	Edwinstree	[Great and Little] Hormead	Great and Little Hormead	TL4029	M	6.75	geld	N	33196	"38,2"		UK
72490	6483	1	HRT	"39,1"		Tring	Tring	Dunsley and [Upper] Dunsley	Dunsley and Upper Dunsley	SP9311	X	0.16	geld	N	21521	"39,1"		UK
72510	6485	1	HRT	"40,1"		Hitchin	Hitchin	Meppershall	Meppershall	TL1336	D	3.25	geld	N	42531	"40,1"		UK
72530	6487	1	HRT	"41,1"		Odsey	Odsey	Rushden	Rushden	TL3031	M	5	geld	N	53091	"41,1"		UK
72540	6488	1	HRT	"41,2"		Odsey	Odsey	Broadfield	Broadfield	TL3231	X	1.18	geld	N	10171	"41,2"		UK
72560	6490	1	HRT	"42,1"		Broadwater	Broadwater	Watton	Watton	TL3018	M	5	geld	N	67846	"42,1"		UK
72570	6491	1	HRT	"42,2"		Broadwater	Broadwater	Walkern	Walkern	TL2826	M	10	geld	N	66826	"42,2"		UK
72580	6492	1	HRT	"42,3"		Broadwater	Broadwater	Libury	Libury	TL3323	D	0.75	geld	N	39101	"42,3"		UK
72590	6493	1	HRT	"42,4"		Broadwater	Broadwater	Libury	Libury	TL3323	X	0.02	geld	N	39101	"42,4"		UK
72600	6494	1	HRT	"42,5"		Broadwater	Broadwater	Sacombe	Sacombe	TL3319	X	0.12	geld	N	53326	"42,5"		UK
72610	6495	1	HRT	"42,6"		Hertford	Hertford	Wormley	Wormley	TL3605	M	2.5	geld	N	72806	"42,6"		UK
72620	6496	1	HRT	"42,7"		Hertford	Hertford	Hoddesdon	Hoddesdon	TL3708	M	2	geld	N	32276	"42,7"		UK
72630	6497	1	HRT	"42,8"		Hertford	Hertford	Brickendon	Brickendon	TL3208	X	0.75	geld	N	9801	"42,8"		UK
72640	6498	1	HRT	"42,9"		Hertford	Hertford	{Bricewolde}	BRICEWOLDE		X	0.75	geld	N	9796	"42,9"		UK
72650	6499	1	HRT	"42,10"		Hertford	Hertford	Epcombs	Epcombs	TL3012	X	0.5	geld	N	23466	"42,10"		UK
72660	6500	1	HRT	"42,11"		Broadwater	Broadwater	Welwyn	Welwyn	TL2316	X	1	geld	N	68381	"42,11"		UK
72670	6501	1	HRT	"42,12"		Broadwater	Broadwater	Ayot [St Lawrence]	Ayot St Lawrence	TL1916	X	0.07	geld	N	3591	"42,12"		UK
72680	6502	1	HRT	"42,13"		Broadwater	Broadwater	`Rodhanger'	RODHANGER	TL2334	X	0.75	geld	N	52301	"42,13"		UK
